indent,operation,dom,dom id,relation,cod id,cod,unchanged,changed_props,reason,rank
______,SHARED (moved from 54136),N20.Trachypithecus_francoisi,54180,=,2436539,G.Trachypithecus_francoisi,,,canonicalName,species
________,A ONLY,N20.Trachypithecus_francoisi_francoisi,272119,,,,,,,subspecies
________,B ONLY,,,,10557397,G.BOLD:AAK2004,,,,unranked
______,SHARED (moved from 54136),N20.Trachypithecus_obscurus,54181,=,2436535,G.Trachypithecus_obscurus,,number_of_children,scientificName,species
________,B ONLY,,,,4267070,G.Trachypithecus_obscurus_seimundi,,,,subspecies
________,B ONLY,,,,4267080,G.Trachypithecus_obscurus_sanctorum,,,,subspecies
________,B ONLY,,,,7262021,G.Trachypithecus_obscurus_obscurus,,,,subspecies
________,B ONLY,,,,4267090,G.Trachypithecus_obscurus_halonifer,,,,subspecies
________,B ONLY,,,,10312250,G.BOLD:ADC7112,,,,unranked
________,B ONLY,,,,4267079,G.Trachypithecus_obscurus_carbo,,,,subspecies
________,B ONLY,,,,4267092,G.Trachypithecus_obscurus_styx,,,,subspecies
________,B ONLY,,,,4267069,G.Trachypithecus_obscurus_flavicauda,,,,subspecies
______,SHARED,N20.Trachypithecus_phayrei_crepuscula,272121,=,7691227,G.Trachypithecus_crepusculus,tip,taxonRank; canonicalName; scientificName,,species
______,SHARED (moved from 54136),N20.Trachypithecus_cristatus,122765,=,2436542,G.Trachypithecus_cristatus,,number_of_children,scientificName,species
________,B ONLY,,,,10522406,G.BOLD:ADC6642,,,,unranked
________,B ONLY,,,,7262022,G.Trachypithecus_cristatus_cristatus,,,,subspecies
________,B ONLY,,,,4267073,G.Trachypithecus_cristatus_vigilans,,,,subspecies
______,SHARED (moved from 54136),N20.Trachypithecus_geei,164650,=,2436536,G.Trachypithecus_geei,tip,,scientificName,species
______,SHARED (moved from 54136),N20.Trachypithecus_pileatus,164651,=,2436538,G.Trachypithecus_pileatus,,number_of_children,canonicalName,species
________,B ONLY,,,,4267063,G.Trachypithecus_pileatus_pileatus,,,,subspecies
________,B ONLY,,,,4267085,G.Trachypithecus_pileatus_brahma,,,,subspecies
________,B ONLY,,,,4267064,G.Trachypithecus_pileatus_tenebricus,,,,subspecies
______,SHARED (moved from 54136),N20.Trachypithecus_auratus,222416,=,9204783,G.Trachypithecus_auratus,,number_of_children,canonicalName,species
________,A ONLY,N20.Trachypithecus_auratus_pyrrhus,36233,,,,,,,subspecies
________,A ONLY,N20.Trachypithecus_auratus_auratus,272118,,,,,,,subspecies
________,A ONLY,N20.Trachypithecus_auratus_mauritius,449596,,,,,,,subspecies
______,SHARED (moved from 54136),N20.Trachypithecus_germaini,271260,=,4267065,G.Trachypithecus_germaini,,number_of_children,canonicalName,species
________,B ONLY,,,,9917704,G.BOLD:ADC7508,,,,unranked
________,B ONLY,,,,4267077,G.Trachypithecus_germaini_caudalis,,,,subspecies
______,SHARED (moved from 54136),N20.Trachypithecus_delacouri,465717,=,4267062,G.Trachypithecus_delacouri,tip,,canonicalName,species
______,SHARED (moved from 54136),N20.Trachypithecus_laotum,465718,=,4267078,G.Trachypithecus_laotum,tip,,canonicalName,species
______,SHARED (moved from 54136),N20.Trachypithecus_poliocephalus,465719,=,7262019,G.Trachypithecus_poliocephalus,,number_of_children,canonicalName,species
________,A ONLY,N20.Trachypithecus_poliocephalus_leucocephalus,662738,,,,,,,subspecies
________,A ONLY,N20.Trachypithecus_poliocephalus_poliocephalus,1118393,,,,,,,subspecies
______,SHARED (moved from 54136),N20.Trachypithecus_hatinhensis,867383,=,4267068,G.Trachypithecus_hatinhensis,,number_of_children,scientificName,species
________,B ONLY,,,,10370795,G.BOLD:ADC7111,,,,unranked
______,SHARED (moved from 54136),N20.Trachypithecus_shortridgei,1042121,=,4267088,G.Trachypithecus_shortridgei,tip,,scientificName,species
______,SHARED (moved from 54136),N20.Trachypithecus_mauritius,1966384,=,8081886,G.Trachypithecus_mauritius,tip,,scientificName,species
______,B ONLY,,,,10126476,G.BOLD:ACA1076,,,,unranked
______,B ONLY,,,,9369499,G.Pygathrix_flavicauda,,,,species
______,B ONLY,,,,4267084,G.Trachypithecus_ebenus,,,,species
______,B ONLY,,,,7615196,G.Trachypithecus_leucocephalus,,,,species
______,B ONLY,,,,7838808,G.Trachypithecus_selangorensis,,,,species
______,B ONLY (reorganization),N20.Trachypithecus,54136,><,2436540,G.Trachypithecus_phayrei,,,N20.Trachypithecus_phayrei_shanicus is in the A taxon; B-sibling N20.Trachypithecus_phayrei_crepuscula is not,species
________,SHARED (moved from 61618),N20.Trachypithecus_phayrei_shanicus,1268362,=,4267083,G.Trachypithecus_phayrei_shanicus,tip,,scientificName,subspecies
________,SHARED (moved from 54136),N20.Trachypithecus_barbei,271261,=,4267072,G.Trachypithecus_phayrei_phayrei,tip,taxonRank; canonicalName,,subspecies
____,B ONLY (increased resolution),N20.Theropithecus_gelada,9565,>,2436552,G.Theropithecus,,,cross-mrca <,genus
______,B ONLY,,,,9420847,G.Simopithecus_oswaldi,,,,species
____,B ONLY (increased resolution),N20.Simias_concolor,170207,>,4267129,G.Simias,,,cross-mrca <,genus
____,B ONLY,,,,4827250,G.Parapresbytis,,,,genus
____,B ONLY,,,,4827245,G.Procercocebus,,,,genus
____,B ONLY,,,,5428935,G.Dinopithecus#5428935,,,,genus
____,B ONLY,,,,4827236,G.Gorgopithecus,,,,genus
____,B ONLY,,,,4827225,G.Prohylobates,,,,genus
______,B ONLY,,,,4974739,G.Prohylobates_tandyi,,,,species
____,B ONLY,N20.Presbytis,9573,!,3239596,G.Presbytis#3239596,,,cross-mrca !,genus
______,SHARED (moved from 9573),N20.Presbytis_chrysomelas,1046090,=,7262008,G.Presbytis_chrysomelas,,number_of_children; scientificName,canonicalName,species
________,B ONLY,,,,7262009,G.Presbytis_chrysomelas_chrysomelas,,,,subspecies
________,B ONLY,,,,5707310,G.Presbytis_chrysomelas_cruciger,,,,subspecies
______,SHARED (moved from 9573),N20.Presbytis_frontata,1046092,=,5219559,G.Presbytis_frontata,tip,scientificName,canonicalName,species
______,SHARED (moved from 9573),N20.Presbytis_hosei,1046093,=,5219564,G.Presbytis_hosei,,number_of_children; scientificName,canonicalName,species
________,A ONLY,N20.Presbytis_hosei_hosei,1046094,,,,,,,subspecies
______,SHARED (moved from 9573),N20.Presbytis_potenziani,1046098,=,5219563,G.Presbytis_potenziani,,number_of_children; scientificName,canonicalName,species
________,A ONLY,N20.Presbytis_potenziani_potenziani,1046099,,,,,,,subspecies
________,SHARED (moved from 1046098),N20.Presbytis_potenziani_siberu,1046100,=,7976011,G.Presbytis_siberu,tip,taxonRank; canonicalName; scientificName,,species
______,SHARED (moved from 9573),N20.Presbytis_thomasi,1046103,=,5219558,G.Presbytis_thomasi,tip,scientificName,canonicalName,species
______,B ONLY,,,,5707308,G.Presbytis_natunae,,,,species
______,B ONLY,,,,7472446,G.Presbytis_sumatrana,,,,species
______,B ONLY,,,,8925191,G.Presbytis_pileata,,,,species
________,B ONLY,,,,9026085,G.Presbytis_pileata_shortridgei,,,,subspecies
________,B ONLY,,,,8728277,G.Presbytis_pileata_durga,,,,subspecies
________,B ONLY,,,,8825048,G.Presbytis_pileata_tenebrica,,,,subspecies
________,B ONLY,,,,9124915,G.Presbytis_pileata_pileata,,,,subspecies
________,B ONLY,,,,9196362,G.Presbytis_pileata_brahma,,,,subspecies
______,B ONLY,,,,9029149,G.Presbytis_ignita,,,,species
______,B ONLY,,,,7516644,G.Presbytis_canicrus,,,,species
______,B ONLY,,,,8812426,G.Presbytis_obscura,,,,species
________,B ONLY,,,,9076407,G.Presbytis_obscura_seimundi,,,,subspecies
________,B ONLY,,,,8898504,G.Presbytis_obscura_obscura,,,,subspecies
________,B ONLY,,,,8995513,G.Presbytis_obscura_flavicauda,,,,subspecies
______,B ONLY,,,,7262013,G.Presbytis_siamensis,,,,species
________,B ONLY,,,,5707315,G.Presbytis_siamensis_cana,,,,subspecies
________,B ONLY,,,,5707326,G.Presbytis_siamensis_rhionis,,,,subspecies
________,B ONLY,,,,7262014,G.Presbytis_siamensis_siamensis,,,,subspecies
________,B ONLY,,,,5707331,G.Presbytis_siamensis_paenulata,,,,subspecies
______,B ONLY,,,,9158640,G.Presbytis_albigena,,,,species
______,B ONLY,,,,8993538,G.Presbytis_robinsoni,,,,species
______,B ONLY,,,,8846032,G.Presbytis_vetulus,,,,species
________,B ONLY,,,,9228389,G.Presbytis_vetulus_vetulus,,,,subspecies
________,B ONLY,,,,8960083,G.Presbytis_vetulus_nestor,,,,subspecies
________,B ONLY,,,,9127139,G.Presbytis_vetulus_philbricki,,,,subspecies
______,B ONLY,,,,5786392,G.Presbytis_nobilis,,,,species
______,B ONLY,,,,9051797,G.Presbytis_francoisi,,,,species
________,B ONLY,,,,8760735,G.Presbytis_francoisi_delacouri,,,,subspecies
________,B ONLY,,,,9153281,G.Presbytis_francoisi_francoisi,,,,subspecies
________,B ONLY,,,,8768446,G.Presbytis_francoisi_laotum,,,,subspecies
______,B ONLY,,,,5219561,G.Presbytis_melalophos,,,,species
________,B ONLY,,,,8735751,G.Presbytis_melalophos_nubigena,,,,subspecies
________,B ONLY,,,,9222957,G.Presbytis_melalophos_robinsoni,,,,subspecies
________,B ONLY,,,,8814446,G.Presbytis_melalophos_nobilis,,,,subspecies
________,B ONLY,,,,8993352,G.Presbytis_melalophos_paenulata,,,,subspecies
________,B ONLY,,,,10384490,G.BOLD:ADC8605,,,,unranked
______,B ONLY,,,,5219560,G.Presbytis_rubicunda,,,,species
________,B ONLY,,,,5707313,G.Presbytis_rubicunda_rubida,,,,subspecies
________,B ONLY,,,,5707311,G.Presbytis_rubicunda_carimatae,,,,subspecies
________,B ONLY,,,,5707323,G.Presbytis_rubicunda_ignita,,,,subspecies
________,B ONLY,,,,5707329,G.Presbytis_rubicunda_chrysea,,,,subspecies
______,B ONLY,,,,5219565,G.Presbytis_comata,,,,species
______,B ONLY,,,,5219562,G.Presbytis_femoralis,,,,species
________,B ONLY,,,,5707330,G.Presbytis_femoralis_robinsoni,,,,subspecies
________,B ONLY,,,,5707314,G.Presbytis_femoralis_percura,,,,subspecies
______,B ONLY,,,,8022434,G.Presbytis_sabana,,,,species
____,B ONLY,,,,4827272,G.Omopithecus,,,,genus
____,B ONLY (increased resolution),N20.Procolobus_verus,373033,>,2436596,G.Procolobus,,,cross-mrca <,genus
____,B ONLY (increased resolution),N20.Allenopithecus_nigroviridis,54135,>,2436619,G.Allenopithecus,,,cross-mrca <,genus
____,B ONLY,,,,8907411,G.Soromandrillus,,,,genus
____,B ONLY,,,,4827299,G.Dolichopithecus,,,,genus
______,B ONLY,,,,8738664,G.Dolichopithecus_arvernensis,,,,species
______,B ONLY,,,,4974748,G.Dolichopithecus_ruscinensis,,,,species
____,B ONLY,N20.Cercopithecus,9533,!,2436567,G.Cercopithecus#2436567,,,cross-mrca !,genus
______,SHARED (moved from 9533),N20.Cercopithecus_hamlyni,9536,=,5219584,G.Cercopithecus_hamlyni,,number_of_children,scientificName,species
________,A ONLY,N20.Cercopithecus_hamlyni_hamlyni,867373,,,,,,,subspecies
______,SHARED (moved from 9533),N20.Cercopithecus_diana,36224,=,5219576,G.Cercopithecus_diana,,number_of_children,scientificName,species
________,B ONLY,,,,10477461,G.BOLD:ACH6277,,,,unranked
______,SHARED (moved from 9533),N20.Cercopithecus_mona,36226,=,5219566,G.Cercopithecus_mona,,number_of_children,canonicalName,species
________,A ONLY,N20.Cercopithecus_mona_mona,100489,,,,,,,subspecies
________,A ONLY,N20.Cercopithecus_mona_campbelli,192861,,,,,,,subspecies
________,B ONLY,,,,10263830,G.BOLD:ACH5884,,,,unranked
______,SHARED (moved from 9533),N20.Cercopithecus_neglectus,36227,=,5219567,G.Cercopithecus_neglectus,,number_of_children,scientificName,species
________,B ONLY,,,,10081700,G.BOLD:ACI1826,,,,unranked
______,SHARED (moved from 9533),N20.Cercopithecus_dryas,1137048,=,5219583,G.Cercopithecus_dryas,,number_of_children,scientificName,species
________,B ONLY,,,,10206060,G.BOLD:ACH5889,,,,unranked
______,SHARED (moved from 9533),N20.Cercopithecus_roloway,1137049,=,5707396,G.Cercopithecus_roloway,,number_of_children,scientificName,species
________,B ONLY,,,,9838417,G.BOLD:ACH8368,,,,unranked
______,SHARED (moved from 9533),N20.Cercopithecus_denti,1137511,=,5707353,G.Cercopithecus_denti,tip,,scientificName,species
______,SHARED (moved from 9533),N20.Cercopithecus_lomamiensis,1191211,=,7411129,G.Cercopithecus_lomamiensis,tip,scientificName,canonicalName,species
______,SHARED (moved from 9533),N20.Cercopithecus_sclateri,1579530,=,5219581,G.Cercopithecus_sclateri,tip,,scientificName,species
______,B ONLY,,,,10441650,G.BOLD:AAW4368,,,,unranked
______,B ONLY,,,,10241752,G.BOLD:AAW4366,,,,unranked
______,B ONLY,,,,5219574,G.Cercopithecus_pogonias,,,,species
________,B ONLY,,,,10638302,G.BOLD:AAD8692,,,,unranked
________,B ONLY,,,,9997975,G.BOLD:ACH4988,,,,unranked
________,B ONLY,,,,10046227,G.BOLD:ACH7390,,,,unranked
______,B ONLY,,,,5219582,G.Cercopithecus_campbelli,,,,species
________,B ONLY,,,,10508715,G.BOLD:ACS5006,,,,unranked
________,B ONLY,,,,9869382,G.BOLD:ACS5392,,,,unranked
________,B ONLY,,,,7342627,G.Cercopithecus_campbelli_campbelli,,,,subspecies
______,B ONLY,,,,9895670,G.BOLD:ACH4989,,,,unranked
______,B ONLY,,,,10535248,G.BOLD:ACH5883,,,,unranked
______,B ONLY,,,,9176273,G.Cercopithecus_buettikoferi,,,,species
________,B ONLY,,,,8743383,G.Cercopithecus_buettikoferi_buettikoferi,,,,subspecies
________,B ONLY,,,,8783954,G.Cercopithecus_buettikoferi_pygrius,,,,subspecies
______,B ONLY,,,,8825215,G.Cercopithecus_nigripes,,,,species
______,B ONLY,,,,8915008,G.Cercopithecus_martini,,,,species
______,B ONLY,,,,9196169,G.Cercopithecus_leucampyx,,,,species
________,B ONLY,,,,9110787,G.Cercopithecus_leucampyx_doggetti,,,,subspecies
________,B ONLY,,,,9219508,G.Cercopithecus_leucampyx_carruthersi,,,,subspecies
________,B ONLY,,,,8859040,G.Cercopithecus_leucampyx_nigrigenis,,,,subspecies
________,B ONLY,,,,9071119,G.Cercopithecus_leucampyx_leucampyx,,,,subspecies
______,B ONLY,,,,8911932,G.Cercopithecus_insolitus,,,,species
______,B ONLY,,,,5707385,G.Cercopithecus_lowei,,,,species
______,B ONLY,,,,8758718,G.Cercopithecus_ludio,,,,species
______,B ONLY,,,,8962316,G.Cercopithecus_nicticans,,,,species
______,B ONLY,,,,5219569,G.Cercopithecus_ascanius,,,,species
________,B ONLY,,,,10383691,G.BOLD:AAW4369,,,,unranked
________,B ONLY,,,,5707375,G.Cercopithecus_ascanius_atrinasus,,,,subspecies
______,B ONLY,,,,9053839,G.Cercopithecus_opisthostictus,,,,species
______,B ONLY,,,,9208224,G.Cercopithecus_grayi,,,,species
________,B ONLY,,,,8877255,G.Cercopithecus_grayi_grayi,,,,subspecies
________,B ONLY,,,,8812264,G.Cercopithecus_grayi_pallidus,,,,subspecies
______,B ONLY,,,,5219577,G.Cercopithecus_erythrotis,,,,species
________,B ONLY,,,,10571079,G.BOLD:ACI1827,,,,unranked
______,B ONLY,,,,5219580,G.Cercopithecus_wolfi,,,,species
______,B ONLY,,,,5219571,G.Cercopithecus_erythrogaster,,,,species
________,B ONLY,,,,10174845,G.BOLD:ACH7115,,,,unranked
________,B ONLY,,,,10112849,G.BOLD:ACS3949,,,,unranked
______,B ONLY,,,,5219579,G.Cercopithecus_petaurista,,,,species
________,B ONLY,,,,10357137,G.BOLD:ACH7116,,,,unranked
________,B ONLY,,,,10325837,G.BOLD:ACS6952,,,,unranked
________,B ONLY,,,,9931284,G.BOLD:ACI1773,,,,unranked
______,B ONLY,,,,8662785,G.Cercopithecus_kolbi,,,,species
______,B ONLY,N20.Cercopithecus,9533,!,5219578,G.Cercopithecus_mitis,,,cross-mrca !,species
________,SHARED (moved from 9533),N20.Cercopithecus_albogularis,867370,=,5786268,G.Cercopithecus_mitis_albogularis,,number_of_children; taxonRank; canonicalName; scientificName,,subspecies
__________,SHARED (moved from 867370),N20.Cercopithecus_albogularis_kolbi,867372,=,5786289,G.Cercopithecus_mitis_kolbi,tip,canonicalName; scientificName,,subspecies
__________,SHARED (moved from 867370),N20.Cercopithecus_albogularis_albotorquatus,1137444,=,5786283,G.Cercopithecus_mitis_albotorquatus,tip,canonicalName; scientificName,,subspecies
__________,SHARED (moved from 867370),N20.Cercopithecus_albogularis_erythrarchus,1137476,=,5786275,G.Cercopithecus_mitis_erythrarchus,tip,canonicalName; scientificName,,subspecies
__________,SHARED (moved from 867370),N20.Cercopithecus_albogularis_francescae,1137483,=,5786297,G.Cercopithecus_mitis_francescae,tip,canonicalName; scientificName,,subspecies
__________,SHARED (moved from 867370),N20.Cercopithecus_albogularis_labiatus,1137484,=,5786279,G.Cercopithecus_mitis_labiatus,tip,canonicalName; scientificName,,subspecies
__________,SHARED (moved from 867370),N20.Cercopithecus_albogularis_moloneyi,1137488,=,5786271,G.Cercopithecus_mitis_moloneyi,tip,canonicalName; scientificName,,subspecies
__________,SHARED (moved from 867370),N20.Cercopithecus_albogularis_monoides,1137489,=,5786270,G.Cercopithecus_mitis_monoides,tip,canonicalName; scientificName,,subspecies
________,SHARED (moved from 9533),N20.Cercopithecus_doggetti,1137474,=,5786291,G.Cercopithecus_mitis_doggetti,tip,taxonRank; canonicalName; scientificName,,subspecies
________,SHARED (moved from 9533),N20.Cercopithecus_kandti,1137481,=,5786293,G.Cercopithecus_mitis_kandti,tip,taxonRank; canonicalName; scientificName,,subspecies
________,B ONLY,,,,10629005,G.BOLD:ACH5882,,,,unranked
________,B ONLY,,,,5786276,G.Cercopithecus_mitis_nyasae,,,,subspecies
________,B ONLY,,,,10232514,G.BOLD:ACH7988,,,,unranked
________,B ONLY,,,,10419485,G.BOLD:ACH5879,,,,unranked
________,B ONLY,,,,10055374,G.BOLD:ACH5887,,,,unranked
________,B ONLY,,,,10392973,G.BOLD:ACH8565,,,,unranked
________,B ONLY,,,,9988771,G.BOLD:ACH8367,,,,unranked
________,B ONLY,,,,5786285,G.Cercopithecus_mitis_zammaranoi,,,,subspecies
________,B ONLY,,,,10290244,G.BOLD:ACI1774,,,,unranked
________,B ONLY,,,,10450912,G.BOLD:ACH5885,,,,unranked
________,B ONLY,,,,10299462,G.BOLD:ACH4729,,,,unranked
______,B ONLY,,,,5786369,G.Cercopithecus_pygerythrus,,,,species
______,B ONLY,,,,5219573,G.Cercopithecus_nictitans,,,,species
________,B ONLY,,,,10602463,G.BOLD:ACH5888,,,,unranked
________,B ONLY,,,,9962429,G.BOLD:AAD3732,,,,unranked
______,B ONLY,,,,5219570,G.Cercopithecus_cephus,,,,species
________,B ONLY,,,,10139275,G.BOLD:ACI0570,,,,unranked
________,B ONLY,,,,10148430,G.BOLD:ACH9728,,,,unranked
________,B ONLY,,,,10544518,G.BOLD:AAD2201,,,,unranked
________,B ONLY,,,,9904853,G.BOLD:AAD2202,,,,unranked
____,B ONLY,,,,4827228,G.Victoriapithecus,,,,genus
______,B ONLY,,,,4974740,G.Victoriapithecus_macinnesi,,,,species
____,B ONLY,,,,4827268,G.Paradolichopithecus,,,,genus
____,B ONLY,,,,4827231,G.Paracolobus,,,,genus
____,B ONLY (increased resolution),N20.Erythrocebus_patas,9538,>,2436547,G.Erythrocebus,,,cross-mrca <,genus
______,B ONLY,,,,9121663,G.Erythrocebus_albigenis,,,,species
______,B ONLY,,,,9689399,G.Erythrocebus_poliophaeus,,,,species
____,B ONLY,,,,8620487,G.Nsungwepithecus,,,,genus
______,B ONLY,,,,8577752,G.Nsungwepithecus_gunnelli,,,,species
____,B ONLY,,,,4827289,G.Procynocephalus,,,,genus
____,B ONLY (increased resolution),N20.Rungwecebus_kipunji,371039,>,4827290,G.Rungwecebus,,,cross-mrca <,genus
____,B ONLY (increased resolution),N20.Nasalis_larvatus,43780,>,2436524,G.Nasalis,,,cross-mrca <,genus
______,B ONLY,,,,9314566,G.Simia_nasuus,,,,species
____,B ONLY,,,,4827298,G.Cercopithecoides,,,,genus
____,B ONLY,,,,3239637,G.Sylvanus#3239637,,,,genus
____,B ONLY,,,,4827295,G.Parapapio,,,,genus
____,B ONLY (reorganization),N20.Colobinae,9569,><,2436563,G.Semnopithecus,,,N20.Trachypithecus_vetulus is in the A taxon; B-sibling N20.Trachypithecus_francoisi is not,genus
______,SHARED (moved from 54136),N20.Trachypithecus_johnii,66063,=,5786340,G.Semnopithecus_johnii,,number_of_children; canonicalName; scientificName,,species
________,B ONLY,,,,9882915,G.BOLD:ACA1180,,,,unranked
______,SHARED,N20.Semnopithecus_entellus,88029,=,2436564,G.Semnopithecus_entellus,,,scientificName,species
________,A ONLY,N20.Semnopithecus_entellus_entellus,867381,,,,,,,subspecies
________,B ONLY,,,,10047028,G.BOLD:ADC8752,,,,unranked
______,SHARED,N20.Semnopithecus_hector,867382,=,4267221,G.Semnopithecus_hector,tip,,scientificName,species
______,SHARED,N20.Semnopithecus_priam,1208733,=,4267223,G.Semnopithecus_priam,,number_of_children,scientificName,species
________,B ONLY,,,,5786325,G.Semnopithecus_priam_priam,,,,subspecies
________,B ONLY,,,,8721390,G.Semnopithecus_priam_anchises,,,,subspecies
______,SHARED,N20.Semnopithecus_hypoleucos,1208734,=,4267224,G.Semnopithecus_hypoleucos,,number_of_children,scientificName,species
________,B ONLY,,,,8820056,G.Semnopithecus_hypoleucos_hypoleucos,,,,subspecies
________,B ONLY,,,,8753161,G.Semnopithecus_hypoleucos_achates,,,,subspecies
________,B ONLY,,,,8987370,G.Semnopithecus_hypoleucos_iulus,,,,subspecies
______,A ONLY (loss of resolution),N20.Semnopithecus,88028,<,2436563,G.Semnopithecus,,,G.Semnopithecus_johnii is not in the A taxon,genus
________,A ONLY,N20.unclassified_Semnopithecus,2632571,,,,,,,
__________,A ONLY,N20.Semnopithecus_sp.,1778600,,,,,,,species
______,B ONLY,,,,4267222,G.Semnopithecus_ajax,,,,species
